"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/11/2025";"0000";"14,9";"15,2";"14,9";"91,0";"91,0";"90,0";"13,5";"13,6";"13,5";"904,8";"904,8";"904,3";"3,4";"69,0";"7,3";"";""
"01/11/2025";"0100";"14,7";"14,9";"14,7";"92,0";"92,0";"91,0";"13,4";"13,6";"13,3";"904,9";"904,9";"904,8";"4,3";"67,0";"8,2";"";""
"01/11/2025";"0200";"14,7";"14,7";"14,6";"93,0";"93,0";"92,0";"13,6";"13,6";"13,4";"905,0";"905,2";"904,9";"3,1";"71,0";"7,9";"";""
"01/11/2025";"0300";"14,8";"14,8";"14,6";"93,0";"94,0";"93,0";"13,6";"13,7";"13,6";"904,8";"905,1";"904,8";"3,4";"65,0";"7,0";"0,80";""
"01/11/2025";"0400";"14,8";"14,9";"14,8";"91,0";"93,0";"91,0";"13,4";"13,6";"13,4";"904,5";"904,9";"904,4";"4,2";"54,0";"8,0";"";""
"01/11/2025";"0500";"14,7";"14,8";"14,7";"91,0";"92,0";"91,0";"13,2";"13,4";"13,2";"904,3";"904,5";"904,3";"2,8";"51,0";"8,0";"";""
"01/11/2025";"0600";"14,7";"14,7";"14,6";"91,0";"91,0";"91,0";"13,3";"13,3";"13,2";"904,3";"904,4";"904,3";"2,7";"53,0";"4,7";"";""
"01/11/2025";"0700";"14,6";"14,8";"14,5";"92,0";"92,0";"91,0";"13,3";"13,3";"13,2";"904,2";"904,3";"904,2";"3,1";"57,0";"5,8";"";""
"01/11/2025";"0800";"14,8";"14,8";"14,6";"91,0";"92,0";"91,0";"13,3";"13,3";"13,2";"904,8";"904,8";"904,2";"3,1";"52,0";"5,6";"";""
"01/11/2025";"0900";"14,9";"14,9";"14,8";"90,0";"91,0";"90,0";"13,3";"13,3";"13,2";"905,7";"905,7";"904,8";"3,4";"66,0";"6,2";"39,70";""
"01/11/2025";"1000";"16,0";"16,5";"14,9";"86,0";"90,0";"85,0";"13,6";"14,3";"13,3";"906,5";"906,5";"905,7";"4,6";"62,0";"6,6";"555,30";""
"01/11/2025";"1100";"18,3";"18,4";"15,9";"78,0";"87,0";"77,0";"14,4";"14,8";"13,7";"906,8";"906,8";"906,5";"3,9";"48,0";"7,0";"1469,50";""
"01/11/2025";"1200";"19,0";"19,5";"17,7";"75,0";"80,0";"73,0";"14,4";"15,0";"13,7";"906,9";"907,0";"906,7";"3,4";"22,0";"6,8";"1607,60";""
