"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"12/10/2013";"0000";"15,8";"16,7";"15,8";"75,0";"75,0";"71,0";"11,4";"11,6";"11,3";"908,8";"908,8";"908,4";"2,8";"63,0";"3,7";"";"0,0"
"12/10/2013";"0100";"14,6";"15,8";"14,6";"80,0";"80,0";"75,0";"11,2";"11,5";"11,2";"909,1";"909,3";"908,8";"2,7";"33,0";"4,3";"";"0,0"
"12/10/2013";"0200";"13,4";"14,9";"13,3";"87,0";"87,0";"80,0";"11,3";"11,4";"10,9";"908,9";"909,2";"908,9";"3,1";"33,0";"3,7";"";"0,0"
"12/10/2013";"0300";"12,8";"13,4";"12,7";"91,0";"92,0";"87,0";"11,4";"11,6";"11,0";"908,5";"908,9";"908,5";"3,5";"27,0";"5,0";"";"0,0"
"12/10/2013";"0400";"12,3";"12,9";"12,3";"96,0";"97,0";"91,0";"11,8";"11,8";"11,3";"908,5";"908,7";"908,4";"3,5";"28,0";"5,8";"";"0,0"
"12/10/2013";"0500";"12,9";"12,9";"12,1";"98,0";"98,0";"96,0";"12,5";"12,5";"11,6";"908,1";"908,5";"908,0";"4,3";"25,0";"6,9";"";"0,0"
"12/10/2013";"0600";"13,4";"13,4";"12,9";"97,0";"98,0";"97,0";"13,0";"13,0";"12,5";"907,8";"908,1";"907,8";"4,8";"23,0";"8,4";"";"0,0"
"12/10/2013";"0700";"13,7";"13,7";"13,4";"96,0";"97,0";"96,0";"13,1";"13,1";"13,0";"908,0";"908,1";"907,6";"4,6";"15,0";"8,5";"";"0,0"
"12/10/2013";"0800";"13,9";"13,9";"13,7";"95,0";"96,0";"95,0";"13,0";"13,1";"13,0";"908,1";"908,2";"907,9";"4,3";"25,0";"7,7";"";"0,0"
"12/10/2013";"0900";"13,9";"13,9";"13,8";"94,0";"96,0";"94,0";"13,0";"13,1";"13,0";"908,7";"908,8";"908,0";"4,4";"17,0";"6,7";"1,60";"0,0"
"12/10/2013";"1000";"14,1";"14,1";"13,9";"93,0";"94,0";"93,0";"12,9";"13,0";"12,9";"909,2";"909,3";"908,7";"5,2";"18,0";"8,7";"37,40";"0,0"
"12/10/2013";"1100";"14,6";"14,7";"14,1";"88,0";"93,0";"88,0";"12,6";"13,2";"12,6";"909,3";"909,3";"909,2";"6,2";"27,0";"9,0";"288,60";"0,0"
"12/10/2013";"1200";"15,1";"15,2";"14,6";"85,0";"89,0";"85,0";"12,7";"12,9";"12,5";"909,4";"909,5";"909,1";"6,1";"28,0";"9,7";"572,10";"0,0"
"12/10/2013";"1300";"16,1";"16,2";"15,1";"82,0";"86,0";"82,0";"13,1";"13,5";"12,6";"908,9";"909,5";"908,9";"6,2";"24,0";"10,4";"753,50";"0,0"
"12/10/2013";"1400";"18,9";"18,9";"16,1";"76,0";"84,0";"74,0";"14,6";"14,6";"13,2";"908,8";"909,0";"908,5";"5,7";"22,0";"10,4";"1789,90";"0,0"
"12/10/2013";"1500";"19,6";"19,6";"18,4";"73,0";"77,0";"71,0";"14,5";"14,7";"13,4";"908,5";"908,9";"908,5";"4,8";"4,0";"9,0";"2119,00";"0,0"
"12/10/2013";"1600";"19,6";"19,6";"18,0";"74,0";"77,0";"71,0";"15,0";"15,0";"13,3";"908,1";"908,7";"908,1";"5,3";"7,0";"10,3";"1411,80";"0,0"
"12/10/2013";"1700";"18,9";"20,0";"18,4";"74,0";"76,0";"69,0";"14,1";"14,9";"13,4";"907,2";"908,1";"907,2";"5,3";"24,0";"9,4";"1798,10";"0,0"
"12/10/2013";"1800";"18,8";"20,6";"18,7";"72,0";"74,0";"67,0";"13,6";"15,2";"13,3";"906,6";"907,2";"906,6";"5,0";"11,0";"9,4";"2043,70";"0,0"
"12/10/2013";"1900";"18,3";"18,9";"18,3";"74,0";"75,0";"69,0";"13,6";"14,2";"12,8";"906,2";"906,6";"906,2";"3,9";"17,0";"8,5";"644,30";"0,0"
"12/10/2013";"2000";"17,9";"18,4";"17,6";"77,0";"79,0";"72,0";"13,7";"13,9";"13,3";"906,3";"906,3";"906,1";"4,2";"24,0";"7,7";"355,50";"0,0"
"12/10/2013";"2100";"17,0";"17,9";"16,9";"83,0";"84,0";"76,0";"14,1";"14,2";"13,7";"906,1";"906,4";"906,1";"3,2";"39,0";"6,4";"145,10";"0,0"
"12/10/2013";"2200";"16,6";"17,1";"16,5";"83,0";"84,0";"82,0";"13,8";"14,1";"13,8";"906,1";"906,2";"906,1";"2,8";"51,0";"5,5";"4,30";"0,0"
"12/10/2013";"2300";"16,3";"16,6";"16,2";"84,0";"85,0";"83,0";"13,6";"13,8";"13,6";"906,6";"906,6";"906,1";"2,0";"18,0";"4,5";"";"0,0"
"13/10/2013";"0000";"15,3";"16,3";"15,3";"92,0";"92,0";"84,0";"14,1";"14,1";"13,6";"907,3";"907,3";"906,6";"2,1";"4,0";"4,0";"";"0,4"
"13/10/2013";"0100";"15,0";"15,5";"15,0";"95,0";"95,0";"92,0";"14,2";"14,3";"14,0";"907,3";"907,3";"907,2";"3,2";"21,0";"5,5";"";"0,8"
"13/10/2013";"0200";"14,7";"15,0";"14,6";"98,0";"98,0";"95,0";"14,3";"14,3";"14,2";"907,0";"907,3";"906,9";"3,1";"36,0";"5,5";"";"2,4"
"13/10/2013";"0300";"14,7";"14,7";"14,6";"98,0";"98,0";"98,0";"14,4";"14,4";"14,3";"906,4";"907,2";"906,3";"3,1";"31,0";"5,2";"";"4,6"
"13/10/2013";"0400";"14,7";"14,8";"14,7";"98,0";"98,0";"98,0";"14,4";"14,6";"14,4";"905,7";"906,4";"905,7";"5,0";"31,0";"8,6";"";"2,2"
"13/10/2013";"0500";"14,8";"14,9";"14,7";"98,0";"98,0";"98,0";"14,5";"14,5";"14,4";"904,8";"905,7";"904,8";"4,5";"15,0";"7,7";"";"0,2"
"13/10/2013";"0600";"14,7";"14,8";"14,7";"98,0";"98,0";"98,0";"14,4";"14,5";"14,3";"904,4";"904,8";"904,3";"4,6";"10,0";"7,2";"";"0,0"
"13/10/2013";"0700";"14,6";"14,8";"14,6";"97,0";"98,0";"97,0";"14,2";"14,4";"14,2";"904,3";"904,4";"904,1";"5,0";"2,0";"8,3";"";"0,0"
"13/10/2013";"0800";"14,4";"14,7";"14,3";"97,0";"97,0";"97,0";"13,9";"14,2";"13,8";"904,4";"904,5";"904,3";"5,4";"8,0";"8,8";"";"0,0"
